true;1689154016000;Wed Jul 12 2023 11:30:57 GMT+0200 (Central European Summer Time)
true;1689156063000;Wed Jul 12 2023 12:05:04 GMT+0200 (Central European Summer Time)
true;1689156361000;Wed Jul 12 2023 12:10:02 GMT+0200 (Central European Summer Time)
true;1689156414000;Wed Jul 12 2023 12:10:55 GMT+0200 (Central European Summer Time)
true;1689156451000;Wed Jul 12 2023 12:11:32 GMT+0200 (Central European Summer Time)
true;1689156580000;Wed Jul 12 2023 12:13:41 GMT+0200 (Central European Summer Time)
true;1689156667000;Wed Jul 12 2023 12:15:08 GMT+0200 (Central European Summer Time)
true;1689156689000;Wed Jul 12 2023 12:15:30 GMT+0200 (Central European Summer Time)
true;1689156744000;Wed Jul 12 2023 12:16:26 GMT+0200 (Central European Summer Time)
true;1689156780000;Wed Jul 12 2023 12:17:01 GMT+0200 (Central European Summer Time)
true;1689156786000;Wed Jul 12 2023 12:17:07 GMT+0200 (Central European Summer Time)
true;1689156790000;Wed Jul 12 2023 12:17:11 GMT+0200 (Central European Summer Time)
true;1689156798000;Wed Jul 12 2023 12:17:19 GMT+0200 (Central European Summer Time)
true;1689156813000;Wed Jul 12 2023 12:17:34 GMT+0200 (Central European Summer Time)
true;1689156938000;Wed Jul 12 2023 12:19:39 GMT+0200 (Central European Summer Time)
true;1689156944000;Wed Jul 12 2023 12:19:45 GMT+0200 (Central European Summer Time)
true;1689157054000;Wed Jul 12 2023 12:21:36 GMT+0200 (Central European Summer Time)
true;1689157208000;Wed Jul 12 2023 12:24:10 GMT+0200 (Central European Summer Time)
false;1689157411000;Wed Jul 12 2023 12:27:31 GMT+0200 (Central European Summer Time)
false;1689158005000;Wed Jul 12 2023 12:37:27 GMT+0200 (Central European Summer Time)
true;1689158011000;Wed Jul 12 2023 12:37:32 GMT+0200 (Central European Summer Time)
true;1689158223000;Wed Jul 12 2023 12:41:04 GMT+0200 (Central European Summer Time)
true;1689158235000;Wed Jul 12 2023 12:41:16 GMT+0200 (Central European Summer Time)
true;1689158324000;Wed Jul 12 2023 12:42:45 GMT+0200 (Central European Summer Time)
true;1689158369000;Wed Jul 12 2023 12:43:31 GMT+0200 (Central European Summer Time)
true;1689158403000;Wed Jul 12 2023 12:44:04 GMT+0200 (Central European Summer Time)
true;1689158423000;Wed Jul 12 2023 12:44:24 GMT+0200 (Central European Summer Time)
true;1689158434000;Wed Jul 12 2023 12:44:35 GMT+0200 (Central European Summer Time)
true;1689158442000;Wed Jul 12 2023 12:44:43 GMT+0200 (Central European Summer Time)
true;1689158901000;Wed Jul 12 2023 12:48:21 GMT+0200 (Central European Summer Time)
true;1689159017000;Wed Jul 12 2023 12:54:18 GMT+0200 (Central European Summer Time)
true;1689159066000;Wed Jul 12 2023 12:51:06 GMT+0200 (Central European Summer Time)
true;1689159786000;Wed Jul 12 2023 13:03:06 GMT+0200 (Central European Summer Time)
false;1689159810000;Wed Jul 12 2023 13:03:30 GMT+0200 (Central European Summer Time)
false;1689159975000;Wed Jul 12 2023 13:06:15 GMT+0200 (Central European Summer Time)
false;1689160131000;Wed Jul 12 2023 13:08:51 GMT+0200 (Central European Summer Time)
false;1689160147000;Wed Jul 12 2023 13:09:07 GMT+0200 (Central European Summer Time)
false;1689160236000;Wed Jul 12 2023 13:10:36 GMT+0200 (Central European Summer Time)
false;1689160291000;Wed Jul 12 2023 13:11:31 GMT+0200 (Central European Summer Time)
false;1689160366000;Wed Jul 12 2023 13:12:46 GMT+0200 (Central European Summer Time)
false;1689160391000;Wed Jul 12 2023 13:13:11 GMT+0200 (Central European Summer Time)
true;1689160410000;Wed Jul 12 2023 13:13:30 GMT+0200 (Central European Summer Time)
true;1689160427000;Wed Jul 12 2023 13:13:47 GMT+0200 (Central European Summer Time)
true;1689160521000;Wed Jul 12 2023 13:15:21 GMT+0200 (Central European Summer Time)
true;1689163933000;Wed Jul 12 2023 14:12:13 GMT+0200 (Mitteleuropäische Sommerzeit)
true;1689168986000;Wed Jul 12 2023 15:36:26 GMT+0200 (Mitteleuropäische Sommerzeit)
false;1689170006000;Wed Jul 12 2023 15:53:26 GMT+0200 (Mitteleuropäische Sommerzeit)
