true;1689940249000;Fri Jul 21 2023 13:50:49 GMT+0200 (Mitteleuropäische Sommerzeit)
true;1689940386000;Fri Jul 21 2023 13:53:06 GMT+0200 (Mitteleuropäische Sommerzeit)
true;1689941108000;Fri Jul 21 2023 14:05:08 GMT+0200 (Mitteleuropäische Sommerzeit)
true;1689941124000;Fri Jul 21 2023 14:05:24 GMT+0200 (Mitteleuropäische Sommerzeit)
true;1689941241000;Fri Jul 21 2023 14:07:21 GMT+0200 (Mitteleuropäische Sommerzeit)
true;1689941286000;Fri Jul 21 2023 14:08:06 GMT+0200 (Mitteleuropäische Sommerzeit)
true;1689941394000;Fri Jul 21 2023 14:09:54 GMT+0200 (Mitteleuropäische Sommerzeit)
false;1689941496000;Fri Jul 21 2023 14:11:36 GMT+0200 (Mitteleuropäische Sommerzeit)
false;1689941771000;Fri Jul 21 2023 14:16:11 GMT+0200 (Mitteleuropäische Sommerzeit)
false;1689941846000;Fri Jul 21 2023 14:17:26 GMT+0200 (Mitteleuropäische Sommerzeit)
false;1689941889000;Fri Jul 21 2023 14:18:09 GMT+0200 (Mitteleuropäische Sommerzeit)
false;1689942056000;Fri Jul 21 2023 14:20:56 GMT+0200 (Mitteleuropäische Sommerzeit)
true;1689942096000;Fri Jul 21 2023 14:21:36 GMT+0200 (Mitteleuropäische Sommerzeit)
true;1689942469000;Fri Jul 21 2023 14:27:49 GMT+0200 (Mitteleuropäische Sommerzeit)
