stromBesaeumer1;stromBesaeumer2;istStückzahl;geschMitnehmerfoerderer;anlageStoerung;anlageRuesten;anlageAutomatik;anlageHand;nichtgeplanterStillstand;geplanterStillstandRuesten;produktionszeit;geplanteNichtproduktion;
0;0;false;
